LOAN_ID,ORIG_CHN,SELLER,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,AQSN_DTE,ORIG_DTE,FRST_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,LPI_DTE,FCC_DTE,DISP_DTE,SERVICER,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST
000135177001,R,Other,6.62,120000,360,65,65,1,39,744,N,P,PU,1,I,SC,290,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.62,118577.17,17900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,744,184615.38,,,,,,,,
000135177002,B,"United Wholesale Mortgage, LLC",6.38,129000,360,97,97,1,48,774,Y,P,CO,1,P,FL,339,35,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.38,127278.21,15980,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,774,132989.69,,,,,,,,
000135177003,C,"Fifth Third Bank, National Association",6.38,190000,360,56,56,1,36,814,N,P,SF,1,P,TX,750,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,6.38,49022.16,19100,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,814,339285.71,,,,,,,,
000135177004,R,"Flagstar Bank, National Association",7.6,444000,360,95,95,2,50,670,Y,P,PU,1,P,MI,483,30,735,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.6,439163.64,19820,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,670,467368.42,,,,,,,,
000135177005,C,U.S. Bank N.A.,7.5,283000,360,95,100,1,49,792,Y,P,SF,1,P,MN,553,16,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7.5,279806.75,33460,,,,,,,,,,,,,,,U.S. Bank N.A.,,,,,,,,,,,,,,,,,,,,,,792,297894.74,,,,,,,,
000135177006,C,"AmeriHome Mortgage Company, LLC",6.88,347000,360,90,90,1,26,802,N,P,CO,1,S,MD,218,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.88,337983.92,41540,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,802,385555.56,,,,,,,,
000135177007,B,"loanDepot.com, LLC",4.5,280000,360,59,59,1,41,750,N,P,PU,1,P,AZ,853,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,4.5,274700.35,38060,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,750,474576.27,,,,,,,,
000135177008,R,Other,6.5,716000,360,80,80,1,31,792,N,P,PU,1,P,WA,982,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,201905.56,42660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,792,895000,,,,,,,,
000135177009,R,Other,7.12,299000,360,95,95,2,37,760,Y,P,SF,1,P,MN,551,30,753,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,295767.34,33460,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,753,314736.84,,,,,,,,
000135177010,B,"United Wholesale Mortgage, LLC",7.5,714000,360,60,60,1,45,733,N,C,SF,1,I,CA,900,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.5,705694.31,31080,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,733,1190000,,,,,,,,
000135177011,R,Other,6.62,90000,360,97,97,1,30,689,Y,P,SF,1,P,MI,492,25,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.62,88200,12980,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,689,92783.51,,,,,,,,
000135177012,C,Nationstar Mortgage LLC,6.99,204000,360,85,85,1,38,746,Y,P,SF,1,P,TN,378,12,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,200237.09,00000,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,746,240000,,,,,,,,
000135177013,R,Other,7.62,270000,360,75,75,2,46,762,N,P,CO,1,I,CA,922,NULL,778,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,267148.28,40140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,762,360000,,,,,,,,
000135177014,R,Other,3.75,386000,180,75,75,2,35,803,N,P,PU,1,P,PA,160,NULL,805,N,None,2023-03-01,2022-12-01,2023-02-01,3.75,131836.29,38300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,803,514666.67,,,,,,,,
000135177015,R,Other,7.5,50000,360,18,18,1,17,686,N,C,SF,1,P,NM,871,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.5,48885.08,10740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,686,277777.78,,,,,,,,
000135177016,R,Other,4.12,396000,360,97,97,2,48,753,Y,P,PU,1,P,TX,786,35,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,4.12,386387.81,12420,,,,,,,,,,,,,,,"CMG Mortgage, Inc",,,,,,,,,,,,,,,,,,,,,,753,408247.42,,,,,,,,
000135177017,R,Other,3.88,421000,360,88,88,2,47,721,N,R,SF,1,P,GA,301,25,707,N,BPMI,2023-03-01,2021-12-01,2023-02-01,3.88,412512.16,12060,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,707,478409.09,,,,,,,,
000135177018,B,Nationstar Mortgage LLC,7.5,230000,360,92,92,1,34,696,N,P,SF,1,P,KS,662,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.5,227231.62,28140,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,696,250000,,,,,,,,
000135177019,R,Other,7.12,144000,360,60,60,2,36,786,N,P,PU,1,I,TX,774,NULL,771,N,None,2023-03-01,2023-01-01,2023-03-01,7.12,142448.56,26420,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,771,240000,,,,,,,,
000135177020,C,Other,7.25,40000,360,30,30,1,27,807,Y,P,CO,1,P,AL,366,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.25,19535.2,33660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,807,133333.33,,,,,,,,
000135177021,R,Other,5.88,173000,360,94,94,2,38,754,N,P,SF,1,P,IL,626,30,761,N,BPMI,2023-03-01,2023-01-01,2023-03-01,5.88,170145.26,41180,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,754,184042.55,,,,,,,,
000135177022,R,"Fifth Third Bank, National Association",6.99,280000,360,95,95,2,28,805,Y,P,CO,1,P,IL,606,30,790,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.99,276902.67,16980,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,790,294736.84,,,,,,,,
000135177023,C,Other,6.12,494000,360,95,95,1,41,788,N,P,PU,1,P,OK,731,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.12,487050.39,36420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,788,520000,,,,,,,,
000135177024,R,"DHI Mortgage Company, Ltd.",3.99,297000,360,90,90,2,32,791,Y,P,PU,1,P,TX,775,25,788,N,BPMI,2023-03-01,2022-12-01,2023-02-01,3.99,290857.2,26420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,788,330000,,,,,,,,
000135177025,C,NewRez LLC,6.62,281000,360,85,85,1,26,722,N,P,SF,1,P,TX,760,12,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,276640.89,19100,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,722,330588.24,,,,,,,,
000135177026,B,"United Wholesale Mortgage, LLC",5.64,494000,360,95,95,1,42,722,N,P,PU,1,P,FL,322,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.64,485832.39,27260,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,722,520000,,,,,,,,
000135177027,R,Other,7.62,347000,360,70,70,1,44,731,N,C,PU,1,P,FL,335,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,7.62,343112.47,45300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,731,495714.29,,,,,,,,
000135177028,B,Other,6.62,50000,360,12,12,1,16,828,N,P,SF,1,P,OR,973,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.62,49043.83,41420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,828,416666.67,,,,,,,,
000135177029,R,Other,6.25,477000,360,95,95,2,41,774,N,P,PU,1,P,ID,836,30,773,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.25,470821.22,14260,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,773,502105.26,,,,,,,,
000135177030,B,NewRez LLC,6.62,647000,360,69,76,2,39,719,N,P,SF,1,P,NC,275,NULL,751,N,None,2023-03-01,2022-11-01,2023-01-01,6.62,638295.84,39580,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,719,937681.16,,,,,,,,
000135177031,R,Other,7.25,60000,360,45,45,2,27,790,N,C,SF,1,P,NC,270,NULL,817,N,None,2023-03-01,2022-12-01,2023-02-01,7.25,50768.33,49180,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,790,133333.33,,,,,,,,
000135177032,B,"United Wholesale Mortgage, LLC",6.12,713000,360,75,75,1,24,758,N,P,SF,1,P,UT,840,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.12,703216.41,39340,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,758,950666.67,,,,,,,,
000135177033,R,Other,7.5,155000,360,57,57,1,40,743,N,C,SF,1,I,TX,760,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.5,153683.25,19100,,,,,,,,,,,,,,,"CMG Mortgage, Inc",,,,,,,,,,,,,,,,,,,,,,743,271929.82,,,,,,,,
000135177034,B,Other,6.5,668000,360,75,90,2,40,772,N,P,SF,1,P,CA,956,NULL,765,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,658747.93,46700,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,765,890666.67,,,,,,,,
000135177035,R,Other,6.25,230000,360,61,61,1,16,701,N,P,PU,1,P,NC,284,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,226718.01,48900,,,,,,,,,,,,,,,NewRez LLC successor by merger with Specialized Loan Servicing LLC,,,,,,,,,,,,,,,,,,,,,,701,377049.18,,,,,,,,
000135177036,R,Other,5.49,674000,360,75,75,2,50,752,N,P,SF,1,P,CA,958,NULL,783,N,None,2023-03-01,2023-01-01,2023-03-01,5.49,664369.5,40900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,752,898666.67,,,,,,,,
000135177037,R,Other,6.88,147000,360,95,95,1,41,683,Y,P,SF,1,P,OH,457,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.88,145585.31,00000,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,683,154736.84,,,,,,,,
000135177038,C,"Wells Fargo Bank, N.A.",5.25,350000,360,80,80,1,30,758,N,P,PU,1,P,NY,142,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,5.25,344194.75,15380,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,758,437500,,,,,,,,
000135177039,C,Other,6.75,380000,360,92,92,2,44,775,N,R,SF,1,P,AL,360,30,762,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.75,375248.32,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,762,413043.48,,,,,,,,
000135177040,R,Other,7.12,178000,360,75,75,1,47,763,N,P,PU,1,I,ID,832,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-03-01,7.12,174433.63,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,763,237333.33,,,,,,,,
000135177041,B,"PennyMac Loan Services, LLC",5.5,230000,360,40,40,1,47,788,N,C,SF,1,P,UT,840,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.5,226634.74,39340,,,,,,,,,,,,,,,"PennyMac Loan Services, LLC",,,,,,,,,,,,,,,,,,,,,,788,575000,,,,,,,,
000135177042,R,Other,5.88,263000,360,75,75,1,34,773,Y,P,CP,1,P,NY,113,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,258344.96,35620,,,,,,,,,,,,,,,"CMG Mortgage, Inc",,,,,,,,,,,,,,,,,,,,,,773,350666.67,,,,,,,,
000135177043,R,Other,7.5,300000,360,59,59,2,39,721,N,C,SF,1,P,OR,977,NULL,718,N,None,2023-03-01,2023-01-01,2023-03-01,7.5,290117.28,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,718,508474.58,,,,,,,,
000135177044,R,Other,6.5,181000,360,80,80,1,40,799,Y,P,SF,1,P,NM,871,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,178647.46,10740,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,799,226250,,,,,,,,
000135177045,R,Other,7,244000,360,75,75,1,45,785,N,P,CO,1,S,DE,199,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7,240322.28,41540,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,785,325333.33,,,,,,,,
000135177046,B,"loanDepot.com, LLC",4.88,430000,360,78,78,2,33,794,N,P,PU,1,P,CA,922,NULL,766,N,None,2023-03-01,2022-12-01,2023-02-01,4.88,422211.7,40140,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,766,551282.05,,,,,,,,
000135177047,R,Other,7.62,433000,360,95,95,2,29,751,Y,P,SF,1,P,IN,472,30,789,N,BPMI,2023-03-01,2023-01-01,2023-03-01,7.62,427047.56,00000,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,751,455789.47,,,,,,,,
000135177048,R,Fairway Independent Mortgage Corporation,6.49,637000,360,95,95,2,49,780,Y,P,SF,1,P,TN,370,30,798,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.49,627516.9,34980,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,780,670526.32,,,,,,,,
000135177049,C,Truist Bank,7,278000,360,80,80,1,43,785,Y,P,SF,1,P,IL,605,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7,268015.17,16980,,,,,,,,,,,,,,,Truist Bank,,,,,,,,,,,,,,,,,,,,,,785,347500,,,,,,,,
000135177050,R,Other,4.12,330000,348,80,80,1,34,734,N,R,SF,1,P,PA,179,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,4.12,323064.96,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,734,412500,,,,,,,,
000135177051,R,"Rocket Mortgage, LLC",6.99,180000,360,70,70,1,36,688,N,C,SF,1,P,MI,482,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.99,177632.46,19820,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,688,257142.86,,,,,,,,
000135177052,R,"Rocket Mortgage, LLC",7.75,92000,360,47,47,1,32,723,N,C,SF,1,P,NC,274,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.75,92000,24660,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,723,195744.68,,,,,,,,
000135177053,C,PHH Mortgage Corporation,6.38,211000,360,95,95,1,43,731,Y,P,CO,1,P,UT,846,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.38,207577.63,39340,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,731,222105.26,,,,,,,,
000135177054,C,"Rocket Mortgage, LLC",6.62,450000,360,90,90,1,24,802,Y,P,PU,1,P,CO,802,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,444380.84,19740,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,802,500000,,,,,,,,
000135177055,C,"Lakeview Loan Servicing, LLC",6.25,308000,360,95,105,1,43,786,Y,P,SF,1,P,CA,958,16,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.25,302753.38,40900,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,786,324210.53,,,,,,,,
000135177056,R,"Rocket Mortgage, LLC",6.5,192000,360,80,80,1,33,790,N,P,SF,1,P,FL,321,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,187513.89,00000,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,790,240000,,,,,,,,
000135177057,R,Truist Bank (formerly SunTrust Bank),6.49,411000,360,70,70,2,49,814,N,P,PU,1,P,VA,231,NULL,640,N,None,2023-03-01,2022-12-01,2023-02-01,6.49,402000,40060,,,,,,,,,,,,,,,Truist Bank (formerly SunTrust Bank),,,,,,,,,,,,,,,,,,,,,,640,587142.86,,,,,,,,
000135177058,R,Other,6.62,555000,360,75,75,1,32,806,N,P,SF,1,I,DC,200,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,284539.13,47900,,,,,,,,,,,,,,,PHH Mortgage Corporation,,,,,,,,,,,,,,,,,,,,,,806,740000,,,,,,,,
000135177059,R,"Rocket Mortgage, LLC",7.99,112000,360,70,70,2,50,725,N,P,PU,1,I,FL,344,NULL,790,N,None,2023-03-01,2022-12-01,2023-02-01,7.99,112000,36100,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,725,160000,,,,,,,,
000135177060,R,"Rocket Mortgage, LLC",7.25,112000,360,80,80,1,22,727,N,C,SF,1,P,VA,233,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-03-01,7.25,111102.13,00000,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,727,140000,,,,,,,,
000135177061,C,"United Wholesale Mortgage, LLC",7.38,442000,360,95,95,1,48,678,N,P,PU,1,P,TX,774,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.38,436851.38,26420,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,678,465263.16,,,,,,,,
000135177062,R,Nationstar Mortgage LLC,5.88,185000,180,50,50,2,13,807,N,C,PU,1,P,WV,254,NULL,774,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,171485.73,25180,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,774,370000,,,,,,,,
000135177063,R,Nationstar Mortgage LLC,6.62,80000,240,80,80,1,37,738,N,C,SF,1,P,MO,655,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,77548.9,00000,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,738,100000,,,,,,,,
000135177064,C,"Fifth Third Bank, National Association",6.88,270000,360,90,90,2,42,712,N,P,SF,1,P,MA,010,25,801,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.88,266010.07,44140,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,712,300000,,,,,,,,
000135177065,R,"Wells Fargo Bank, N.A.",6.88,350000,360,36,36,1,47,800,N,P,SF,1,I,CA,912,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.88,345726.4,31080,,,,,,,,,,,,,,,"Wells Fargo Bank, N.A.",,,,,,,,,,,,,,,,,,,,,,800,972222.22,,,,,,,,
000135177066,C,Other,5.88,286000,360,54,54,2,30,643,N,R,SF,1,P,MA,014,NULL,660,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,281492.66,49340,,,,,,,,,,,,,,,NewRez LLC successor by merger with Specialized Loan Servicing LLC,,,,,,,,,,,,,,,,,,,,,,643,529629.63,,,,,,,,
000135177067,R,Other,6.25,204000,360,95,98,2,39,711,Y,P,SF,1,P,IL,611,30,711,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.25,198337.82,40420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,711,214736.84,,,,,,,,
000135177068,C,Other,6.12,284000,360,90,90,2,46,689,Y,P,SF,1,P,NE,681,25,712,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.12,279116.59,36540,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,689,315555.56,,,,,,,,
000135177069,R,"Rocket Mortgage, LLC",6.5,210000,360,62,62,1,44,740,N,C,PU,1,P,MO,640,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.5,206817.44,28140,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,740,338709.68,,,,,,,,
000135177070,B,"United Wholesale Mortgage, LLC",5.88,504000,360,95,95,1,44,762,N,P,SF,1,P,UT,841,30,NULL,N,BPMI,2023-03-01,2023-01-01,2023-03-01,5.88,496627.01,41620,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,762,530526.32,,,,,,,,
000135177071,C,NewRez LLC,6.88,250000,360,42,42,2,27,785,N,P,SF,1,P,RI,028,NULL,764,N,None,2023-03-01,2022-12-01,2023-02-01,6.88,228667.42,39300,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,764,595238.1,,,,,,,,
000135177072,R,"loanDepot.com, LLC",7.88,215000,360,61,61,1,35,743,N,C,SF,1,P,PA,172,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.88,212556.38,16540,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,743,352459.02,,,,,,,,
000135177073,B,"Rocket Mortgage, LLC",6.75,705000,360,60,60,1,47,710,N,C,SF,1,P,NJ,070,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.75,695429.05,35620,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,710,1175000,,,,,,,,
000135177074,R,"Movement Mortgage, LLC",6.56,200000,360,61,61,1,33,810,N,P,SF,1,P,FL,339,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.56,197408.27,15980,,,,,,,,,,,,,,,"Movement Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,810,327868.85,,,,,,,,
000135177075,R,Other,6.88,300000,360,95,95,2,46,698,N,P,PU,1,P,OK,741,30,710,N,BPMI,2023-03-01,2023-01-01,2023-03-01,6.88,296336.59,46140,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,698,315789.47,,,,,,,,
000135177076,C,NewRez LLC,7.12,345000,360,95,95,1,49,702,Y,P,CO,1,P,NY,103,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,7.12,340704.24,35620,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,702,363157.89,,,,,,,,
000135177077,C,"Fifth Third Bank, National Association",6.88,428000,360,95,95,1,32,718,N,P,SF,1,P,FL,330,30,NULL,N,BPMI,2023-03-01,2022-10-01,2022-12-01,6.88,419022.22,33100,,,,,,,,,,,,,,,"Fifth Third Bank, National Association",,,,,,,,,,,,,,,,,,,,,,718,450526.32,,,,,,,,
000135177078,R,"Rocket Mortgage, LLC",6.62,164000,360,95,95,1,50,763,Y,P,SF,1,P,AL,363,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.62,162143.68,00000,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,763,172631.58,,,,,,,,
000135177079,R,Other,5.88,206000,360,80,80,1,46,746,Y,P,SF,1,P,ME,044,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,203582.59,12620,,,,,,,,,,,,,,,"CMG Mortgage, Inc",,,,,,,,,,,,,,,,,,,,,,746,257500,,,,,,,,
000135177080,R,Other,6,234000,360,90,90,1,44,820,Y,P,SF,1,P,PA,156,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6,130861.08,38300,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,820,260000,,,,,,,,
000135177081,R,Other,7,170000,360,95,95,1,43,739,Y,P,MH,1,P,IN,473,30,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7,168022.79,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,739,178947.37,,,,,,,,
000135177082,C,"United Wholesale Mortgage, LLC",7.5,175000,360,70,70,1,32,658,N,P,PU,1,P,MN,560,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,7.5,172963.82,33460,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,658,250000,,,,,,,,
000135177083,C,"Lakeview Loan Servicing, LLC",6.75,552000,360,80,90,2,49,797,Y,P,PU,1,P,CA,945,NULL,767,N,None,2023-03-01,2022-11-01,2023-01-01,6.75,527469.42,41860,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,767,690000,,,,,,,,
000135177084,R,Other,6.38,252000,360,80,80,1,39,712,Y,P,PU,1,P,MO,641,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.38,246764.34,28140,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,712,315000,,,,,,,,
000135177085,R,Other,6.88,362000,360,80,80,2,43,723,N,C,PU,1,P,FL,328,NULL,728,N,None,2023-03-01,2023-01-01,2023-03-01,6.88,357512.18,36740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,723,452500,,,,,,,,
