LOAN_ID,ORIG_CHN,SELLER,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,AQSN_DTE,ORIG_DTE,FRST_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,LPI_DTE,FCC_DTE,DISP_DTE,SERVICER,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST
000135177171,R,Other,7.5,309000,360,95,95,2,41,717,Y,P,SF,1,P,NC,280,30,685,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.5,305408.52,16740,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,685,325263.16,,,,,,,,
000135177172,C,"CitiMortgage, Inc.",6.5,344000,360,80,80,1,35,704,Y,P,CP,1,P,NY,100,NULL,NULL,N,None,2023-03-01,2022-10-01,2022-12-01,6.5,338817.04,35620,,,,,,,,,,,,,,,"CitiMortgage, Inc.",,,,,,,,,,,,,,,,,,,,,,704,430000,,,,,,,,
000135177173,R,"Guaranteed Rate, Inc.",6.83,485000,360,95,95,2,42,803,Y,P,SF,1,P,IL,601,30,809,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.83,479019.92,16980,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,803,510526.32,,,,,,,,
000135177174,B,Other,5.88,592000,360,80,80,1,43,728,N,C,CO,1,P,CA,940,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,578597.19,41860,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,728,740000,,,,,,,,
000135177175,C,Other,6.88,118000,360,97,97,1,39,732,Y,P,SF,1,P,IN,462,25,NULL,N,BPMI,2023-03-01,2022-11-01,2023-01-01,6.88,116652.99,26900,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,732,121649.48,,,,,,,,
000135177176,R,Other,7.12,360000,360,77,77,2,34,768,N,C,PU,1,P,FL,327,NULL,753,N,None,2023-03-01,2022-11-01,2023-01-01,7.12,357948.51,36740,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,753,467532.47,,,,,,,,
000135177177,R,"Wells Fargo Bank, N.A.",7.38,502000,360,85,85,1,22,796,N,P,SF,1,I,OR,971,12,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.38,497979.91,38900,,,,,,,,,,,,,,,"Wells Fargo Bank, N.A.",,,,,,,,,,,,,,,,,,,,,,796,590588.24,,,,,,,,
000135177178,C,"United Wholesale Mortgage, LLC",7.62,228000,360,80,80,1,39,794,N,P,PU,1,I,NJ,080,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,7.62,225591.84,37980,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,794,285000,,,,,,,,
000135177179,R,"Flagstar Bank, National Association",7.19,67000,360,97,97,1,44,739,Y,P,SF,1,P,MI,482,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.19,66160.77,19820,,,,,,,,,,,,,,,"Flagstar Bank, National Association",,,,,,,,,,,,,,,,,,,,,,739,69072.16,,,,,,,,
000135177180,C,NewRez LLC,6.62,320000,360,80,80,2,42,794,N,P,SF,1,P,CT,063,NULL,797,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,315518.58,49340,,,,,,,,,,,,,,,New Residential Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,794,400000,,,,,,,,
000135177181,R,"Rocket Mortgage, LLC",7.5,170000,360,53,53,1,39,706,N,C,SF,1,P,OK,740,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-01-01,7.5,168011.46,00000,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,706,320754.72,,,,,,,,
000135177182,R,Other,5.88,379000,180,80,80,2,47,785,N,P,PU,1,P,TX,751,NULL,795,N,None,2023-03-01,2023-01-01,2023-03-01,5.88,359273.94,19100,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,785,473750,,,,,,,,
000135177183,R,"Rocket Mortgage, LLC",6.12,454000,360,70,70,1,44,676,Y,P,SF,1,P,TX,750,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.12,447396.72,19100,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,676,648571.43,,,,,,,,
000135177184,R,Other,6.5,170000,360,75,75,2,34,765,N,P,PU,1,I,AZ,864,NULL,814,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,167358.71,29420,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,765,226666.67,,,,,,,,
000135177185,R,Other,6.75,563000,360,75,75,1,38,727,Y,P,SF,1,P,WA,981,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.75,555987.21,42660,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,727,750666.67,,,,,,,,
000135177186,R,Other,6.25,250000,360,42,42,2,25,788,N,R,SF,1,P,TX,754,NULL,803,N,None,2023-03-01,2022-12-01,2023-02-01,6.25,246564.31,00000,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,788,595238.1,,,,,,,,
000135177187,B,"United Wholesale Mortgage, LLC",6.7,216000,360,80,80,3,49,716,Y,P,SF,1,P,FL,329,NULL,704,N,None,2023-03-01,2022-12-01,2023-02-01,6.7,213275.35,37340,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,704,270000,,,,,,,,
000135177188,R,Other,5.88,120000,120,36,36,2,44,783,N,C,SF,1,P,MI,480,NULL,794,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,109343.82,19820,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,783,333333.33,,,,,,,,
000135177189,R,"Rocket Mortgage, LLC",6.99,140000,360,67,67,1,35,707,N,C,SF,1,P,NJ,080,NULL,NULL,N,None,2023-03-01,2022-11-01,2023-01-01,6.99,138148.76,37980,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,707,208955.22,,,,,,,,
000135177190,R,"Rocket Mortgage, LLC",6.5,379000,360,75,75,1,48,684,N,C,PU,1,P,TX,760,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,373783.94,19100,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,684,505333.33,,,,,,,,
000135177191,R,Other,6.12,390000,360,46,46,2,25,753,N,C,PU,1,P,FL,342,NULL,777,N,None,2023-03-01,2022-12-01,2023-02-01,6.12,384513.54,35840,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,753,847826.09,,,,,,,,
000135177192,R,Nationstar Mortgage LLC,5.99,179000,360,65,65,1,37,644,N,C,PU,1,P,TX,773,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,176361.54,26420,,,,,,,,,,,,,,,Nationstar Mortgage LLC,,,,,,,,,,,,,,,,,,,,,,644,275384.62,,,,,,,,
000135177193,R,"loanDepot.com, LLC",6.62,117000,360,80,80,1,25,809,N,P,CO,1,P,MN,554,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,115628.2,33460,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,809,146250,,,,,,,,
000135177194,R,"Guaranteed Rate, Inc.",6.47,460000,360,80,80,1,45,804,N,P,SF,1,P,MA,019,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.47,453940.18,14460,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,804,575000,,,,,,,,
000135177195,B,"United Wholesale Mortgage, LLC",8.1,213000,360,85,85,2,32,708,N,P,SF,1,I,SC,295,12,736,N,BPMI,2023-03-01,2022-12-01,2023-02-01,8.1,209905.25,34820,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,708,250588.24,,,,,,,,
000135177196,R,Other,5.88,184000,360,80,80,1,38,780,N,P,SF,1,P,FL,349,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.88,181288.39,38940,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,780,230000,,,,,,,,
000135177197,R,Other,5.99,434000,360,80,80,1,38,700,N,P,PU,1,P,FL,335,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,5.99,428469.31,45300,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,700,542500,,,,,,,,
000135177198,R,Other,7.62,295000,360,95,95,2,44,651,Y,P,PU,1,P,SC,295,30,740,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.62,288403.31,22500,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,651,310526.32,,,,,,,,
000135177199,R,Other,6.5,102000,360,95,95,1,34,695,Y,P,SF,1,P,IA,528,25,NULL,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.5,100218.06,19340,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,695,107368.42,,,,,,,,
000135177200,R,Other,7.12,226000,360,76,76,2,47,727,N,C,SF,1,P,AZ,857,NULL,726,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,223173.5,46060,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,726,297368.42,,,,,,,,
000135177201,R,Other,6.38,200000,180,34,34,1,37,634,N,C,PU,1,I,TX,750,NULL,NULL,N,None,2023-03-01,2023-01-01,2023-03-01,6.38,190484.27,19100,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,634,588235.29,,,,,,,,
000135177202,R,Other,5.5,109000,360,95,95,2,33,750,Y,P,SF,1,P,PR,009,30,747,N,BPMI,2023-03-01,2022-12-01,2023-02-01,5.5,107390.52,41980,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,747,114736.84,,,,,,,,
000135177203,C,"Lakeview Loan Servicing, LLC",7.12,355000,360,97,97,2,39,712,Y,P,SF,1,P,CA,953,35,633,N,BPMI,2023-03-01,2022-12-01,2023-02-01,7.12,355000,33700,,,,,,,,,,,,,,,"Lakeview Loan Servicing, LLC",,,,,,,,,,,,,,,,,,,,,,633,365979.38,,,,,,,,
000135177204,C,PennyMac Corp.,6.5,300000,360,43,43,1,45,799,N,P,CO,1,P,WA,981,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,296066.59,42660,,,,,,,,,,,,,,,PennyMac Corp.,,,,,,,,,,,,,,,,,,,,,,799,697674.42,,,,,,,,
000135177205,R,Other,6.25,340000,360,97,97,2,46,813,Y,P,PU,1,P,AZ,852,25,814,N,BPMI,2023-03-01,2022-12-01,2023-02-01,6.25,334828.45,38060,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,813,350515.46,,,,,,,,
000135177206,C,"United Wholesale Mortgage, LLC",7.12,568000,360,80,80,2,47,678,N,P,PU,1,I,TN,378,NULL,667,N,None,2023-03-01,2022-12-01,2023-02-01,7.12,563731.16,00000,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,667,710000,,,,,,,,
000135177207,R,"Rocket Mortgage, LLC",5.99,255000,360,56,56,1,44,682,N,C,SF,1,P,FL,330,NULL,NULL,N,None,2023-03-01,2022-12-01,2023-02-01,5.99,251592.66,33100,,,,,,,,,,,,,,,"Rocket Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,682,455357.14,,,,,,,,
000135177208,R,Other,6.5,120000,360,60,60,2,49,814,N,P,CO,1,S,MN,554,NULL,710,N,None,2023-03-01,2022-12-01,2023-02-01,6.5,118090.85,33460,,,,,,,,,,,,,,,Regions Bank,,,,,,,,,,,,,,,,,,,,,,710,200000,,,,,,,,
000135177209,C,"United Wholesale Mortgage, LLC",6.4,181000,360,68,68,2,33,769,N,C,SF,1,P,TN,385,NULL,795,N,None,2023-03-01,2022-12-01,2023-02-01,6.4,178937.8,00000,,,,,,,,,,,,,,,"United Wholesale Mortgage, LLC",,,,,,,,,,,,,,,,,,,,,,769,266176.47,,,,,,,,
000135177210,R,"loanDepot.com, LLC",6.62,150000,360,30,30,2,29,652,N,C,CO,1,P,CO,816,NULL,667,N,None,2023-03-01,2022-12-01,2023-02-01,6.62,148079.18,00000,,,,,,,,,,,,,,,"loanDepot.com, LLC",,,,,,,,,,,,,,,,,,,,,,652,500000,,,,,,,,
